Male,27106,19,Black
Male,28655,19,Black
Male,28215,19,Black
Male,28372,19,Black
Male,28216,19,Black
Male,28425,19,Black
Male,27260,19,Black
Male,27509,19,Black
Male,27610,19,Black
Male,28530,19,Black
Male,28405,19,Black
Male,28214,19,Black
Male,27615,19,Black
Male,27401,19,Black
Male,27109,19,Black
Male,27610,19,Black
Male,27705,19,Black
Male,27320,19,Black
Male,28052,19,Black
Male,28333,19,Black
Male,27970,19,Black
Male,27705,19,Black
Male,27105,19,Black
Male,27932,19,Black
Male,28433,19,Black
Male,28212,19,Black
Male,28356,19,Black
Male,28712,31,Amer-Indian-Eskimo
Male,28386,31,Amer-Indian-Eskimo
Male,27253,31,Amer-Indian-Eskimo
Male,28372,31,Amer-Indian-Eskimo
Male,28364,31,Amer-Indian-Eskimo
Male,28135,31,Amer-Indian-Eskimo
Male,28358,31,Amer-Indian-Eskimo
Male,28352,31,Amer-Indian-Eskimo
Male,28124,31,Amer-Indian-Eskimo
Female,28119,65,Black
Female,28425,65,Black
Female,28573,65,Black
Female,27610,65,Black
Female,27703,65,Black
Male,27127,42,Black
Male,27610,42,Black
Male,28804,42,Black
Male,28658,42,Black
Male,28208,42,Black
Male,27021,42,Black
Male,27615,42,Black
Male,27534,42,Black
Male,27606,42,Black
Male,27101,42,Black
Male,27320,42,Black
Male,28425,42,Black
Male,27704,42,Black
Male,28340,42,Black
Male,28208,42,Black
Male,28677,42,Black
Male,27312,42,Black
Male,27217,42,Black
Male,27518,42,Black
Male,28036,42,Black
Male,28675,42,Black
Male,27801,42,Black
Male,28214,42,Black
Male,28311,42,Black
Male,28269,42,Black
Male,28277,42,Black
Male,28269,42,Black
Male,27406,42,Black
Male,28212,42,Black
Male,28645,42,Black
Male,28383,42,Black
Male,28423,42,Black
Male,28208,42,Black
Male,28401,42,Black
Male,27545,42,Black
Male,27853,42,Black
Male,28027,42,Black
Male,28382,42,Black
Male,28374,68,White
Male,28634,68,White
Male,28613,68,White
Male,28090,68,White
Male,27855,68,White
Male,28711,68,White
Male,28655,68,White
Male,28273,68,White
Male,28052,68,White
Male,28540,68,White
Male,28655,68,White
Male,27519,68,White
Male,28677,68,White
Male,27893,68,White
Male,28594,68,White
Male,28173,68,White
Male,27262,68,White
Male,28803,68,White
Male,28697,68,White
Male,27030,68,White
Male,28672,68,White
Male,28734,68,White
Male,28104,68,White
Male,27837,68,White
Male,28734,68,White
Male,27360,68,White
Male,28382,68,White
Male,27407,68,White
Male,27597,68,White
Male,27316,68,White
Male,28630,68,White
Male,28097,68,White
Male,28467,68,White
Male,28457,68,White
Male,28373,68,White
Male,27609,68,White
Male,28105,68,White
Male,28409,68,White
Male,28001,68,White
Male,28444,68,White
Male,28774,68,White
Male,27596,68,White
Male,28327,68,White
Male,28734,68,White
Male,28443,68,White
Male,28032,68,White
Male,27507,68,White
Male,27020,68,White
Male,27012,68,White
Male,27705,68,White
Male,28655,68,White
Male,27612,68,White
Male,28787,68,White
Male,28580,68,White
Male,27306,68,White
Male,27018,68,White
Male,27103,68,White
Male,27615,68,White
Male,28805,68,White
Male,27258,68,White
Male,28365,68,White
Male,28403,68,White
Male,27107,68,White
Male,28211,68,White
Male,27284,68,White
Male,28468,68,White
Male,28090,68,White
Male,28778,68,White
Male,27306,68,White
Male,28327,68,White
Male,28601,68,White
Male,27028,68,White
Male,28659,68,White
Male,28269,68,White
Female,28273,47,Amer-Indian-Eskimo
Female,28383,47,Amer-Indian-Eskimo
Female,28364,47,Amer-Indian-Eskimo
Female,27615,47,Amer-Indian-Eskimo
Female,28086,62,White
Female,28715,62,White
Female,27518,62,White
Female,28721,62,White
Female,28327,62,White
Female,27502,62,White
Female,27377,62,White
Female,28037,62,White
Female,27295,62,White
Female,28210,62,White
Female,28540,62,White
Female,28601,62,White
Female,28365,62,White
Female,28425,62,White
Female,28377,62,White
Female,28012,62,White
Female,28352,62,White
Female,28574,62,White
Female,27615,62,White
Female,28677,62,White
Female,28469,62,White
Female,27360,62,White
Female,28771,62,White
Female,28139,62,White
Female,27106,62,White
Female,28690,62,White
Female,27516,62,White
Female,28465,62,White
Female,28083,62,White
Female,27514,62,White
Female,27295,62,White
Female,28420,62,White
Female,27613,62,White
Female,28411,62,White
Female,27299,62,White
Female,27587,62,White
Female,28083,62,White
Female,28079,62,White
Female,28036,62,White
Female,27006,62,White
Female,28601,62,White
Female,28110,62,White
Female,28612,62,White
Female,28715,62,White
Female,27030,62,White
Female,27360,62,White
Female,27306,62,White
Female,27501,62,White
Female,28713,62,White
Female,28384,62,White
Female,28270,62,White
Female,28510,62,White
Female,27278,62,White
Female,27525,62,White
Female,28443,62,White
Female,27215,62,White
Female,28468,62,White
Female,27540,62,White
Female,27203,62,White
Female,28557,62,White
Female,27377,62,White
Female,27569,62,White
Female,28328,62,White
Female,28409,62,White
Female,27537,62,White
Female,28650,62,White
Female,28551,62,White
Female,28216,62,White
Female,28174,62,White
Female,27012,62,White
Female,27605,62,White
Female,27358,62,White
Female,28328,62,White
Female,27856,62,White
Male,28723,45,White
Male,27703,45,White
Male,27513,45,White
Male,27502,45,White
Male,27616,45,White
Male,28112,45,White
Male,27292,45,White
Male,28715,45,White
Male,27529,45,White
Male,27410,45,White
Male,27891,45,White
Male,28801,45,White
Male,28226,45,White
Male,27023,45,White
Male,27948,45,White
Male,28539,45,White
Male,28021,45,White
Male,28635,45,White
Male,28211,45,White
Male,28792,45,White
Male,28654,45,White
Male,28513,45,White
Male,28034,45,White
Male,27889,45,White
Male,28139,45,White
Male,27350,45,White
Male,27215,45,White
Male,27614,45,White
Male,27705,45,White
Male,27526,45,White
Male,28804,45,White
Male,27539,45,White
Male,27540,45,White
Male,28650,45,White
Male,27959,45,White
Male,28025,45,White
Male,27330,45,White
Male,28365,45,White
Male,28027,45,White
Male,27282,45,White
Male,27615,45,White
Male,28612,45,White
Male,27830,45,White
Male,28465,45,White
Male,28762,45,White
Male,27030,45,White
Male,28173,45,White
Male,27810,45,White
Male,27344,45,White
Male,27703,45,White
Male,28110,45,White
Male,27596,45,White
Male,28429,45,White
Male,27360,45,White
Male,28104,45,White
Male,28584,45,White
Male,28723,45,White
Male,28572,45,White
Male,28226,45,White
Male,27502,45,White
Male,27529,45,White
Male,28409,45,White
Male,28411,45,White
Male,28110,45,White
Male,28103,45,White
Male,28715,45,White
Male,28742,45,White
Male,28450,45,White
Male,27410,45,White
Male,28655,45,White
Male,27705,45,White
Male,28269,45,White
Male,28358,45,White
Male,28215,45,White
Male,28012,45,White
Male,27604,45,White
Male,28147,45,White
Male,28753,45,White
Male,28205,45,White
Male,28306,45,White
Male,27040,45,White
Male,27360,45,White
Male,27546,45,White
Male,27455,45,White
Male,28690,45,White
Male,28786,45,White
Male,27284,45,White
Male,27030,45,White
Male,27892,45,White
Male,27248,45,White
Male,27976,45,White
Male,27596,45,White
Male,27616,45,White
Male,28105,45,White
Male,28278,45,White
Male,27104,45,White
Male,28209,45,White
Male,28601,45,White
Male,27052,45,White
Male,28570,45,White
Male,28054,45,White
Male,28562,45,White
Male,27587,45,White
Male,27513,45,White
Male,27455,45,White
Male,27937,45,White
Male,27355,45,White
Male,27106,45,White
Male,28210,45,White
Male,28655,45,White
Male,28806,45,White
Male,28630,45,White
Male,27858,45,White
Male,27948,45,White
Male,27893,45,White
Male,27522,45,White
Male,28146,45,White
Male,28025,45,White
Male,28655,45,White
Male,27301,45,White
Male,28634,45,White
Male,27704,45,White
Male,27203,45,White
Male,28574,45,White
Male,28079,45,White
Male,28734,45,White
Male,28681,45,White
Male,27613,45,White
Male,28227,45,White
Male,27546,45,White
Male,27253,45,White
Male,28650,45,White
Male,27604,45,White
Male,27617,45,White
Male,28054,45,White
Male,27302,45,White
Male,28610,45,White
Male,27546,45,White
Male,28785,45,White
Male,28001,45,White
Male,28112,45,White
Male,28110,45,White
Male,28160,45,White
Male,28105,45,White
Male,28327,45,White
Male,28152,45,White
Male,28655,45,White
Male,27587,45,White
Male,27925,45,White
Male,27320,45,White
Male,28655,45,White
Male,28602,45,White
Male,28205,45,White
Male,28590,45,White
Male,27205,45,White
Male,27569,45,White
Male,27896,45,White
Male,27845,45,White
Male,27617,45,White
Male,27944,45,White
Male,28214,45,White
Male,27358,45,White
Male,27529,45,White
Male,28117,45,White
Male,28205,45,White
Male,27233,45,White
Male,28607,45,White
Male,28748,45,White
Male,27537,45,White
Male,27613,45,White
Male,27502,45,White
Male,27537,45,White
